cell_id,ticker,year,column,value_state,source_class,evidence_level,source_artifact,source_field,source_effective_year,source_retrieved_at,transform_id,upstream_cells,resolution_note
TCELL|2024|price_data_available,TCELL,2024,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2024|price_adjclose_t,derived_from_dataset_cells
TCELL|2024|price_drawdown_from_3y_high_pct,TCELL,2024,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2022|price_adjclose_t;TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t,derived_from_dataset_cells
TCELL|2024|price_history_years_available,TCELL,2024,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2020|price_adjclose_t;TCELL|2021|price_adjclose_t;TCELL|2022|price_adjclose_t;TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t,derived_from_dataset_cells
TCELL|2024|price_momentum_1y_pct,TCELL,2024,price_momentum_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t,derived_from_dataset_cells
TCELL|2024|price_momentum_2y_pct,TCELL,2024,price_momentum_2y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2022|price_adjclose_t;TCELL|2024|price_adjclose_t,derived_from_dataset_cells
TCELL|2024|price_vs_bist100_1y_pct,TCELL,2024,price_vs_bist100_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t;TCELL|2024|benchmark_same_year_return_pct,derived_from_dataset_cells
TCELL|2024|revenue,TCELL,2024,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2024,,T_COPY,,
TCELL|2024|revenue_growth_pct,TCELL,2024,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2024|roa,TCELL,2024,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2024,,T_COPY,,
TCELL|2024|roe,TCELL,2024,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2024,,T_COPY,,
TCELL|2024|short_term_liabilities,TCELL,2024,short_term_liabilities,present,corrected_balance_2024,cell_verified,data/trusted_raw/financials/corrected_balance_sheet_2024.csv,short_term_liabilities,2024,,T_OVERRIDE_2024,,
TCELL|2024|total_assets,TCELL,2024,total_assets,present,corrected_balance_2024,cell_verified,data/trusted_raw/financials/corrected_balance_sheet_2024.csv,total_assets,2024,,T_OVERRIDE_2024,,
TCELL|2024|working_capital,TCELL,2024,working_capital,present,corrected_balance_2024,cell_verified,data/trusted_raw/financials/corrected_balance_sheet_2024.csv,working_capital,2024,,T_OVERRIDE_2024,,
TCELL|2024|next_year_return_pct,TCELL,2024,next_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_pct,2024,,T_SHIFT_T1,,
TCELL|2024|next_year_rank_by_return,TCELL,2024,next_year_rank_by_return,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_rank_by_return,2024,,T_RANK_WITHIN_YEAR,,
TCELL|2024|next_year_return_percentile,TCELL,2024,next_year_return_percentile,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_percentile,2024,,T_RANK_WITHIN_YEAR,,
TCELL|2024|next_year_top_10pct_returner,TCELL,2024,next_year_top_10pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_10pct_returner,2024,,T_RANK_WITHIN_YEAR,,
TCELL|2024|next_year_top_20pct_returner,TCELL,2024,next_year_top_20pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_20pct_returner,2024,,T_RANK_WITHIN_YEAR,,
TCELL|2024|next_year_bist100_return_pct,TCELL,2024,next_year_bist100_return_pct,present,derived,derived_chain,,,,,T_SHIFT_T1,TCELL|2025|benchmark_same_year_return_pct,derived_from_dataset_cells
TCELL|2024|next_year_excess_return_vs_bist100,TCELL,2024,next_year_excess_return_vs_bist100,present,derived,derived_chain,,,,,T_RATIO,TCELL|2024|next_year_return_pct;TCELL|2024|next_year_bist100_return_pct,derived_from_dataset_cells
TCELL|2024|next_year_outperform_bist100,TCELL,2024,next_year_outperform_bist100,present,derived,derived_chain,,,,,T_RATIO,TCELL|2024|next_year_excess_return_vs_bist100,derived_from_dataset_cells
TCELL|2024|same_year_return_pct,TCELL,2024,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2024,,T_COPY,,
TCELL|2024|target_year,TCELL,2024,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2024,,T_SHIFT_T1,,
TCELL|2024|has_target,TCELL,2024,has_target,present,derived,derived_chain,,,,,T_RATIO,TCELL|2024|next_year_return_pct,derived_from_dataset_cells
TCELL|2024|is_inference_row,TCELL,2024,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,TCELL|2024|next_year_return_pct,derived_from_dataset_cells
TCELL|2024|is_public_universe,TCELL,2024,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2024|is_training_universe,TCELL,2024,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2024|universe_source,TCELL,2024,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|ticker,TCELL,2025,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|company_name,TCELL,2025,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|year,TCELL,2025,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|sector,TCELL,2025,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|indices,TCELL,2025,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|is_bist100,TCELL,2025,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|benchmark_same_year_return_pct,TCELL,2025,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2025,,T_COPY,,
TCELL|2025|current_assets,TCELL,2025,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2025,,T_COPY,,
TCELL|2025|current_ratio,TCELL,2025,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2025,,T_COPY,,
TCELL|2025|ebitda,TCELL,2025,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2025,,T_COPY,,
TCELL|2025|ebitda_growth_pct,TCELL,2025,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2025|ebitda_margin,TCELL,2025,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2025,,T_COPY,,
TCELL|2025|enterprise_value,TCELL,2025,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2025,,T_RATIO,,
TCELL|2025|equity,TCELL,2025,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2025,,T_COPY,,
TCELL|2025|ev_ebitda,TCELL,2025,ev_ebitda,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,ev_ebitda,2025,,T_RATIO,,
TCELL|2025|financial_debt_ratio,TCELL,2025,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2025,,T_COPY,,
TCELL|2025|gross_margin,TCELL,2025,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2025,,T_COPY,,
TCELL|2025|gross_profit,TCELL,2025,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2025,,T_COPY,,
TCELL|2025|gross_profit_growth_pct,TCELL,2025,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2025|leverage_ratio,TCELL,2025,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2025,,T_COPY,,
TCELL|2025|long_term_liabilities,TCELL,2025,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2025,,T_COPY,,
TCELL|2025|market_cap,TCELL,2025,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2025,,T_RATIO,,
TCELL|2025|net_debt,TCELL,2025,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2025,,T_COPY,,
TCELL|2025|net_debt_to_ebitda,TCELL,2025,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2025,,T_COPY,,
TCELL|2025|net_income,TCELL,2025,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2025,,T_COPY,,
TCELL|2025|net_income_growth_pct,TCELL,2025,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2025|net_margin,TCELL,2025,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2025,,T_COPY,,
TCELL|2025|non_current_assets,TCELL,2025,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2025,,T_COPY,,
TCELL|2025|operating_income,TCELL,2025,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2025,,T_COPY,,
TCELL|2025|operating_income_growth_pct,TCELL,2025,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2025|pb_ratio,TCELL,2025,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2025,,T_RATIO,,
TCELL|2025|pe_ratio,TCELL,2025,pe_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pe,2025,,T_RATIO,,
TCELL|2025|price_adjclose_t,TCELL,2025,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2025,,T_COPY,,
TCELL|2025|price_data_available,TCELL,2025,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2025|price_adjclose_t,derived_from_dataset_cells
TCELL|2025|price_drawdown_from_3y_high_pct,TCELL,2025,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t;TCELL|2025|price_adjclose_t,derived_from_dataset_cells
TCELL|2025|price_history_years_available,TCELL,2025,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2020|price_adjclose_t;TCELL|2021|price_adjclose_t;TCELL|2022|price_adjclose_t;TCELL|2023|price_adjclose_t;TCELL|2024|price_adjclose_t;TCELL|2025|price_adjclose_t,derived_from_dataset_cells
TCELL|2025|price_momentum_1y_pct,TCELL,2025,price_momentum_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2024|price_adjclose_t;TCELL|2025|price_adjclose_t,derived_from_dataset_cells
TCELL|2025|price_momentum_2y_pct,TCELL,2025,price_momentum_2y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2023|price_adjclose_t;TCELL|2025|price_adjclose_t,derived_from_dataset_cells
TCELL|2025|price_vs_bist100_1y_pct,TCELL,2025,price_vs_bist100_1y_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,TCELL|2024|price_adjclose_t;TCELL|2025|price_adjclose_t;TCELL|2025|benchmark_same_year_return_pct,derived_from_dataset_cells
TCELL|2025|revenue,TCELL,2025,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2025,,T_COPY,,
TCELL|2025|revenue_growth_pct,TCELL,2025,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
TCELL|2025|roa,TCELL,2025,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2025,,T_COPY,,
TCELL|2025|roe,TCELL,2025,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2025,,T_COPY,,
TCELL|2025|short_term_liabilities,TCELL,2025,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2025,,T_COPY,,
TCELL|2025|total_assets,TCELL,2025,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2025,,T_COPY,,
TCELL|2025|working_capital,TCELL,2025,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2025,,T_COPY,,
TCELL|2025|next_year_return_pct,TCELL,2025,next_year_return_pct,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_rank_by_return,TCELL,2025,next_year_rank_by_return,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_return_percentile,TCELL,2025,next_year_return_percentile,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_top_10pct_returner,TCELL,2025,next_year_top_10pct_returner,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_top_20pct_returner,TCELL,2025,next_year_top_20pct_returner,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_bist100_return_pct,TCELL,2025,next_year_bist100_return_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,,null_preserved
TCELL|2025|next_year_excess_return_vs_bist100,TCELL,2025,next_year_excess_return_vs_bist100,null,derived,derived_chain,,,,,T_NULL_PRESERVED,TCELL|2025|next_year_return_pct;TCELL|2025|next_year_bist100_return_pct,null_preserved
TCELL|2025|next_year_outperform_bist100,TCELL,2025,next_year_outperform_bist100,null,derived,derived_chain,,,,,T_NULL_PRESERVED,TCELL|2025|next_year_excess_return_vs_bist100,null_preserved
TCELL|2025|same_year_return_pct,TCELL,2025,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2025,,T_COPY,,
TCELL|2025|target_year,TCELL,2025,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2025,,T_SHIFT_T1,,
TCELL|2025|has_target,TCELL,2025,has_target,present,derived,derived_chain,,,,,T_RATIO,TCELL|2025|next_year_return_pct,derived_from_dataset_cells
TCELL|2025|is_inference_row,TCELL,2025,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,TCELL|2025|next_year_return_pct,derived_from_dataset_cells
TCELL|2025|is_public_universe,TCELL,2025,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|is_training_universe,TCELL,2025,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
TCELL|2025|universe_source,TCELL,2025,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|ticker,THYAO,2020,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|company_name,THYAO,2020,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|year,THYAO,2020,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|sector,THYAO,2020,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
THYAO|2020|indices,THYAO,2020,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|is_bist100,THYAO,2020,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|benchmark_same_year_return_pct,THYAO,2020,benchmark_same_year_return_pct,present,yahoo_fetch,cell_verified,data/trusted_raw/bist100_benchmark_returns.csv,bist100_return_pct,2020,,T_COPY,,
THYAO|2020|current_assets,THYAO,2020,current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_assets,2020,,T_COPY,,
THYAO|2020|current_ratio,THYAO,2020,current_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,current_ratio,2020,,T_COPY,,
THYAO|2020|ebitda,THYAO,2020,ebitda,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda,2020,,T_COPY,,
THYAO|2020|ebitda_growth_pct,THYAO,2020,ebitda_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
THYAO|2020|ebitda_margin,THYAO,2020,ebitda_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,ebitda_margin,2020,,T_COPY,,
THYAO|2020|enterprise_value,THYAO,2020,enterprise_value,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,enterprise_value,2020,,T_RATIO,,
THYAO|2020|equity,THYAO,2020,equity,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_equity,2020,,T_COPY,,
THYAO|2020|ev_ebitda,THYAO,2020,ev_ebitda,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
THYAO|2020|financial_debt_ratio,THYAO,2020,financial_debt_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,financial_debt_ratio,2020,,T_COPY,,
THYAO|2020|gross_margin,THYAO,2020,gross_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit_margin,2020,,T_COPY,,
THYAO|2020|gross_profit,THYAO,2020,gross_profit,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,gross_profit,2020,,T_COPY,,
THYAO|2020|gross_profit_growth_pct,THYAO,2020,gross_profit_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
THYAO|2020|leverage_ratio,THYAO,2020,leverage_ratio,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,leverage_ratio,2020,,T_COPY,,
THYAO|2020|long_term_liabilities,THYAO,2020,long_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,long_term_liabilities,2020,,T_COPY,,
THYAO|2020|market_cap,THYAO,2020,market_cap,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,market_cap,2020,,T_RATIO,,
THYAO|2020|net_debt,THYAO,2020,net_debt,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt,2020,,T_COPY,,
THYAO|2020|net_debt_to_ebitda,THYAO,2020,net_debt_to_ebitda,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,net_debt_to_ebitda,2020,,T_COPY,,
THYAO|2020|net_income,THYAO,2020,net_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_income,2020,,T_COPY,,
THYAO|2020|net_income_growth_pct,THYAO,2020,net_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
THYAO|2020|net_margin,THYAO,2020,net_margin,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,net_profit_margin,2020,,T_COPY,,
THYAO|2020|non_current_assets,THYAO,2020,non_current_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,non_current_assets,2020,,T_COPY,,
THYAO|2020|operating_income,THYAO,2020,operating_income,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,operating_income,2020,,T_COPY,,
THYAO|2020|operating_income_growth_pct,THYAO,2020,operating_income_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
THYAO|2020|pb_ratio,THYAO,2020,pb_ratio,present,derived,cell_verified,data/trusted_raw/financials/free_valuation_history_candidate.csv,pb,2020,,T_RATIO,,
THYAO|2020|pe_ratio,THYAO,2020,pe_ratio,null,derived,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
THYAO|2020|price_adjclose_t,THYAO,2020,price_adjclose_t,present,yahoo_fetch,cell_verified,data/trusted_raw/prices/yahoo_year_end_prices.csv,year_end_close,2020,,T_COPY,,
THYAO|2020|price_data_available,THYAO,2020,price_data_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,THYAO|2020|price_adjclose_t,derived_from_dataset_cells
THYAO|2020|price_drawdown_from_3y_high_pct,THYAO,2020,price_drawdown_from_3y_high_pct,present,derived,derived_chain,,,,,T_PRICE_WINDOW,THYAO|2020|price_adjclose_t,derived_from_dataset_cells
THYAO|2020|price_history_years_available,THYAO,2020,price_history_years_available,present,derived,derived_chain,,,,,T_PRICE_WINDOW,THYAO|2020|price_adjclose_t,derived_from_dataset_cells
THYAO|2020|price_momentum_1y_pct,THYAO,2020,price_momentum_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,THYAO|2020|price_adjclose_t,null_preserved
THYAO|2020|price_momentum_2y_pct,THYAO,2020,price_momentum_2y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,THYAO|2020|price_adjclose_t,null_preserved
THYAO|2020|price_vs_bist100_1y_pct,THYAO,2020,price_vs_bist100_1y_pct,null,derived,derived_chain,,,,,T_NULL_PRESERVED,THYAO|2020|price_adjclose_t;THYAO|2020|benchmark_same_year_return_pct,null_preserved
THYAO|2020|revenue,THYAO,2020,revenue,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,revenue,2020,,T_COPY,,
THYAO|2020|revenue_growth_pct,THYAO,2020,revenue_growth_pct,present,vendor_xlsx,column_asserted,,,,,T_RATIO,,column_asserted_no_cell_source
THYAO|2020|roa,THYAO,2020,roa,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roa,2020,,T_COPY,,
THYAO|2020|roe,THYAO,2020,roe,present,corrected_yearly_csv,cell_verified,data/trusted_raw/financials/corrected_yearly_financials_candidate.csv,roe,2020,,T_COPY,,
THYAO|2020|short_term_liabilities,THYAO,2020,short_term_liabilities,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,short_term_liabilities,2020,,T_COPY,,
THYAO|2020|total_assets,THYAO,2020,total_assets,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,total_assets,2020,,T_COPY,,
THYAO|2020|working_capital,THYAO,2020,working_capital,present,vendor_xlsx,cell_verified,data/trusted_raw/financials/candidate_from_yearly_snapshots.csv,working_capital,2020,,T_COPY,,
THYAO|2020|next_year_return_pct,THYAO,2020,next_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_pct,2020,,T_SHIFT_T1,,
THYAO|2020|next_year_rank_by_return,THYAO,2020,next_year_rank_by_return,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_rank_by_return,2020,,T_RANK_WITHIN_YEAR,,
THYAO|2020|next_year_return_percentile,THYAO,2020,next_year_return_percentile,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_return_percentile,2020,,T_RANK_WITHIN_YEAR,,
THYAO|2020|next_year_top_10pct_returner,THYAO,2020,next_year_top_10pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_10pct_returner,2020,,T_RANK_WITHIN_YEAR,,
THYAO|2020|next_year_top_20pct_returner,THYAO,2020,next_year_top_20pct_returner,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,next_year_top_20pct_returner,2020,,T_RANK_WITHIN_YEAR,,
THYAO|2020|next_year_bist100_return_pct,THYAO,2020,next_year_bist100_return_pct,present,derived,derived_chain,,,,,T_SHIFT_T1,THYAO|2021|benchmark_same_year_return_pct,derived_from_dataset_cells
THYAO|2020|next_year_excess_return_vs_bist100,THYAO,2020,next_year_excess_return_vs_bist100,present,derived,derived_chain,,,,,T_RATIO,THYAO|2020|next_year_return_pct;THYAO|2020|next_year_bist100_return_pct,derived_from_dataset_cells
THYAO|2020|next_year_outperform_bist100,THYAO,2020,next_year_outperform_bist100,present,derived,derived_chain,,,,,T_RATIO,THYAO|2020|next_year_excess_return_vs_bist100,derived_from_dataset_cells
THYAO|2020|same_year_return_pct,THYAO,2020,same_year_return_pct,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,same_year_return_pct,2020,,T_COPY,,
THYAO|2020|target_year,THYAO,2020,target_year,present,derived,cell_verified,data/trusted_clean/company_year_returns.csv,target_year,2020,,T_SHIFT_T1,,
THYAO|2020|has_target,THYAO,2020,has_target,present,derived,derived_chain,,,,,T_RATIO,THYAO|2020|next_year_return_pct,derived_from_dataset_cells
THYAO|2020|is_inference_row,THYAO,2020,is_inference_row,present,derived,derived_chain,,,,,T_RATIO,THYAO|2020|next_year_return_pct,derived_from_dataset_cells
THYAO|2020|is_public_universe,THYAO,2020,is_public_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|is_training_universe,THYAO,2020,is_training_universe,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2020|universe_source,THYAO,2020,universe_source,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2021|ticker,THYAO,2021,ticker,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2021|company_name,THYAO,2021,company_name,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2021|year,THYAO,2021,year,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2021|sector,THYAO,2021,sector,null,metadata,column_asserted,,,,,T_NULL_PRESERVED,,null_preserved
THYAO|2021|indices,THYAO,2021,indices,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
THYAO|2021|is_bist100,THYAO,2021,is_bist100,present,metadata,column_asserted,,,,,T_METADATA,,column_asserted_no_cell_source
