ticker,year,target_year,next_year_nominal_try_return_pct,cpi_december_yoy_pct,next_year_real_return_pct,usdtry_start_try_per_usd,usdtry_end_try_per_usd,next_year_usd_return_pct,real_target_status,usd_target_status
SISE,2023,2024,-8.1416328372,44.3800000000,-36.3773603250,29.5198001862,35.3052482605,-23.1944037309,derived,derived
SKBNK,2023,2024,11.3327000000,44.3800000000,-22.8891120654,29.5198001862,35.3052482605,-6.9113171520,derived,derived
SMRTG,2023,2024,-26.4434000000,44.3800000000,-49.0534700097,29.5198001862,35.3052482605,-38.4970722099,derived,derived
SOKM,2023,2024,-20.1402000000,44.3800000000,-44.6877683890,29.5198001862,35.3052482605,-33.2267734951,derived,derived
TAVHL,2023,2024,154.8837209302,44.3800000000,76.5367231820,29.5198001862,35.3052482605,113.1160913261,derived,derived
TBORG,2023,2024,104.7152000000,44.3800000000,41.7891674747,29.5198001862,35.3052482605,71.1686532973,derived,derived
TCELL,2023,2024,70.5927342256,44.3800000000,18.1553776324,29.5198001862,35.3052482605,42.6378138004,derived,derived
THYAO,2023,2024,22.9198387819,44.3800000000,-14.8636661713,29.5198001862,35.3052482605,2.7770447325,derived,derived
TOASO,2023,2024,5.3228381131,44.3800000000,-27.0516428085,29.5198001862,35.3052482605,-11.9363468796,derived,derived
TRALT,2023,2024,15.6169994880,44.3800000000,-19.9217346669,29.5198001862,35.3052482605,-3.3290830352,derived,derived
TRMET,2023,2024,75.0353606789,44.3800000000,21.2324149321,29.5198001862,35.3052482605,46.3524299457,derived,derived
TSKB,2023,2024,86.5648854962,44.3800000000,29.2179564318,29.5198001862,35.3052482605,55.9926190286,derived,derived
TTKOM,2023,2024,78.4893267652,44.3800000000,23.6246895451,29.5198001862,35.3052482605,49.2403968555,derived,derived
TUPRS,2023,2024,13.4189236722,44.3800000000,-21.4441586978,29.5198001862,35.3052482605,-5.1669615964,derived,derived
TURSG,2023,2024,97.7973568282,44.3800000000,36.9977537250,29.5198001862,35.3052482605,65.3844325876,derived,derived
ULKER,2023,2024,43.8019801980,44.3800000000,-0.4003461712,29.5198001862,35.3052482605,20.2372432139,derived,derived
ULUSE,2023,2024,26.5803000000,44.3800000000,-12.3283695803,29.5198001862,35.3052482605,5.8376685511,derived,derived
VAKBN,2023,2024,81.6199000000,44.3800000000,25.7929768666,29.5198001862,35.3052482605,51.8579650900,derived,derived
VESTL,2023,2024,54.1955000000,44.3800000000,6.7983792769,29.5198001862,35.3052482605,28.9275836846,derived,derived
YKBNK,2023,2024,63.5084000000,44.3800000000,13.2486493974,29.5198001862,35.3052482605,36.7143848176,derived,derived
ZOREN,2023,2024,3.0733000000,44.3800000000,-28.6097104862,29.5198001862,35.3052482605,-13.8172546449,derived,derived
AEFES,2024,2025,-8.3430571762,30.8900000000,-29.9740676722,35.3052482605,42.9519805908,-24.6607239833,derived,derived
AGESA,2024,2025,41.7773000000,30.8900000000,8.3179005272,35.3052482605,42.9519805908,16.5367162434,derived,derived
AGHOL,2024,2025,-6.5060000000,30.8900000000,-28.5705554282,35.3052482605,42.9519805908,-23.1507177209,derived,derived
AKBNK,2024,2025,10.0341000000,30.8900000000,-15.9339139736,35.3052482605,42.9519805908,-9.5552483451,derived,derived
AKENR,2024,2025,-14.4917000000,30.8900000000,-34.6716326687,35.3052482605,42.9519805908,-29.7147251813,derived,derived
AKSA,2024,2025,-20.3752000000,30.8900000000,-39.1666284667,35.3052482605,42.9519805908,-34.5507868782,derived,derived
AKSEN,2024,2025,84.9490000000,30.8900000000,41.3010925204,35.3052482605,42.9519805908,52.0225673116,derived,derived
ALARK,2024,2025,13.9675000000,30.8900000000,-12.9287951715,35.3052482605,42.9519805908,-6.3221107436,derived,derived
ALBRK,2024,2025,25.6679000000,30.8900000000,-3.9896859959,35.3052482605,42.9519805908,3.2952694346,derived,derived
ANHYT,2024,2025,0.0255000000,30.8900000000,-23.5804874322,35.3052482605,42.9519805908,-17.7820193317,derived,derived
ARCLK,2024,2025,-29.8611111111,30.8900000000,-46.4138674544,35.3052482605,42.9519805908,-42.3479231719,derived,derived
ASELS,2024,2025,215.2380952381,30.8900000000,140.8420010987,35.3052482605,42.9519805908,159.1163215401,derived,derived
ASTOR,2024,2025,-0.7555819679,30.8900000000,-24.1772342944,35.3052482605,42.9519805908,-18.4240454364,derived,derived
BERA,2024,2025,17.2137000000,30.8900000000,-10.4486973795,35.3052482605,42.9519805908,-3.6538310665,derived,derived
BIMAS,2024,2025,3.5414455274,30.8900000000,-20.8943039748,35.3052482605,42.9519805908,-14.8920168683,derived,derived
BRSAN,2024,2025,28.6956521739,30.8900000000,-1.6764824097,35.3052482605,42.9519805908,5.7839915075,derived,derived
BTCIM,2024,2025,-14.9553571429,30.8900000000,-35.0258668675,35.3052482605,42.9519805908,-30.0958375377,derived,derived
CANTE,2024,2025,20.4819277108,30.8900000000,-7.9517704096,35.3052482605,42.9519805908,-0.9674452673,derived,derived
CCOLA,2024,2025,2.4747298710,30.8900000000,-21.7092750622,35.3052482605,42.9519805908,-15.7688253542,derived,derived
CEMTS,2024,2025,21.9491000000,30.8900000000,-6.8308503323,35.3052482605,42.9519805908,0.2385266389,derived,derived
CIMSA,2024,2025,-3.6868268434,30.8900000000,-26.4167062751,35.3052482605,42.9519805908,-20.8334413855,derived,derived
DEVA,2024,2025,-20.0255000000,30.8900000000,-38.8994575598,35.3052482605,42.9519805908,-34.2633438977,derived,derived
DOAS,2024,2025,10.6600776562,30.8900000000,-15.4556668529,35.3052482605,42.9519805908,-9.0407133632,derived,derived
DOHOL,2024,2025,18.8658000000,30.8900000000,-9.1864924746,35.3052482605,42.9519805908,-2.2958540920,derived,derived
DSTKF,2024,2025,24.9040975910,30.8900000000,-4.5732312698,35.3052482605,42.9519805908,2.6674466124,derived,derived
EKGYO,2024,2025,54.1350000000,30.8900000000,17.7591871037,35.3052482605,42.9519805908,26.6943774369,derived,derived
ENJSA,2024,2025,60.8726000000,30.8900000000,22.9067155627,35.3052482605,42.9519805908,32.2324838852,derived,derived
ENKAI,2024,2025,66.1132396765,30.8900000000,26.9105658770,35.3052482605,42.9519805908,36.5401335507,derived,derived
EREGL,2024,2025,-1.8541409147,30.8900000000,-25.0165336655,35.3052482605,42.9519805908,-19.3270281583,derived,derived
FROTO,2024,2025,6.7273355604,30.8900000000,-18.4602830160,35.3052482605,42.9519805908,-12.2733101870,derived,derived
GARAN,2024,2025,19.6189000000,30.8900000000,-8.6111238444,35.3052482605,42.9519805908,-1.6768283311,derived,derived
GUBRF,2024,2025,21.6783216783,30.8900000000,-7.0377250529,35.3052482605,42.9519805908,0.0159549265,derived,derived
HALKB,2024,2025,127.0370000000,30.8900000000,73.4563373825,35.3052482605,42.9519805908,86.6176492694,derived,derived
HEKTS,2024,2025,-21.7391304348,30.8900000000,-40.2086717356,35.3052482605,42.9519805908,-35.6718970563,derived,derived
ISCTR,2024,2025,5.6002000000,30.8900000000,-19.3214149286,35.3052482605,42.9519805908,-13.1997820339,derived,derived
ISGYO,2024,2025,11.9403000000,30.8900000000,-14.4775765910,35.3052482605,42.9519805908,-7.9884087417,derived,derived
KCHOL,2024,2025,-1.0763000000,30.8900000000,-24.4222629689,35.3052482605,42.9519805908,-18.6876661028,derived,derived
KONTR,2024,2025,-42.2266800401,30.8900000000,-55.8611658951,35.3052482605,42.9519805908,-52.5120523906,derived,derived
KRDMD,2024,2025,-9.1366906475,30.8900000000,-30.5804038868,35.3052482605,42.9519805908,-25.3130670498,derived,derived
KRVGD,2024,2025,20.5240000000,30.8900000000,-7.9196271679,35.3052482605,42.9519805908,-0.9328630992,derived,derived
KUYAS,2024,2025,162.2549019608,30.8900000000,100.3628252432,35.3052482605,42.9519805908,115.5657153384,derived,derived
LOGO,2024,2025,44.2561000000,30.8900000000,10.2117044847,35.3052482605,42.9519805908,18.5742159858,derived,derived
MAVI,2024,2025,2.5931164545,30.8900000000,-21.6188276763,35.3052482605,42.9519805908,-15.6715151101,derived,derived
MGROS,2024,2025,-0.9900990099,30.8900000000,-24.3564053861,35.3052482605,42.9519805908,-18.6168114573,derived,derived
MIATK,2024,2025,-6.0085836910,30.8900000000,-28.1905292161,35.3052482605,42.9519805908,-22.7418563358,derived,derived
MPARK,2024,2025,-0.3927000000,30.8900000000,-23.8999923600,35.3052482605,42.9519805908,-18.1257672711,derived,derived
NETAS,2024,2025,-13.9394000000,30.8900000000,-34.2496752999,35.3052482605,42.9519805908,-29.2607510374,derived,derived
NTGAZ,2024,2025,81.5487000000,30.8900000000,38.7032622813,35.3052482605,42.9519805908,49.2276220260,derived,derived
ODAS,2024,2025,-15.9204000000,30.8900000000,-35.7631599053,35.3052482605,42.9519805908,-30.8890740121,derived,derived
OTKAR,2024,2025,0.3096000000,30.8900000000,-23.3634349454,35.3052482605,42.9519805908,-17.5484975966,derived,derived
OYAKC,2024,2025,0.3484320557,30.8900000000,-23.3337672429,35.3052482605,42.9519805908,-17.5165788038,derived,derived
PASEU,2024,2025,363.7234770705,30.8900000000,254.2848781958,35.3052482605,42.9519805908,281.1668811776,derived,derived
PETKM,2024,2025,-9.8333333333,30.8900000000,-31.1126391117,35.3052482605,42.9519805908,-25.8856865806,derived,derived
PGSUS,2024,2025,-11.0853432282,30.8900000000,-32.0691750540,35.3052482605,42.9519805908,-26.9148014097,derived,derived
PRKME,2024,2025,-20.3448000000,30.8900000000,-39.1434028574,35.3052482605,42.9519805908,-34.5257989839,derived,derived
RGYAS,2024,2025,5.6020000000,30.8900000000,-19.3200397280,35.3052482605,42.9519805908,-13.1983024875,derived,derived
SAHOL,2024,2025,-8.9912000000,30.8900000000,-30.4692489877,35.3052482605,42.9519805908,-25.1934780726,derived,derived
SASA,2024,2025,-32.0293398533,30.8900000000,-48.0703948761,35.3052482605,42.9519805908,-44.1301425941,derived,derived
SELEC,2024,2025,9.4443000000,30.8900000000,-16.3845213538,35.3052482605,42.9519805908,-10.0400463716,derived,derived
SISE,2024,2025,-6.1154598826,30.8900000000,-28.2721826592,35.3052482605,42.9519805908,-22.8297053808,derived,derived
SKBNK,2024,2025,65.6690000000,30.8900000000,26.5711666285,35.3052482605,42.9519805908,36.1749817731,derived,derived
SMRTG,2024,2025,-43.4055000000,30.8900000000,-56.7617847047,35.3052482605,42.9519805908,-53.4810072738,derived,derived
SOKM,2024,2025,23.9078000000,30.8900000000,-5.3344029338,35.3052482605,42.9519805908,1.8485196780,derived,derived
TAVHL,2024,2025,7.8661844485,30.8900000000,-17.5902021175,35.3052482605,42.9519805908,-11.3372103339,derived,derived
TBORG,2024,2025,22.3372000000,30.8900000000,-6.5343418137,35.3052482605,42.9519805908,0.5575332752,derived,derived
TCELL,2024,2025,0.8121277748,30.8900000000,-22.9795035719,35.3052482605,42.9519805908,-17.1354347390,derived,derived
THYAO,2024,2025,-4.3905565645,30.8900000000,-26.9543559970,35.3052482605,42.9519805908,-21.4118862481,derived,derived
TOASO,2024,2025,24.7663787443,30.8900000000,-4.6784485108,35.3052482605,42.9519805908,2.5542458238,derived,derived
TRALT,2024,2025,82.4577025824,30.8900000000,39.3977405320,35.3052482605,42.9519805908,49.9747950643,derived,derived
TRMET,2024,2025,46.8354430380,30.8900000000,12.1823233539,35.3052482605,42.9519805908,20.6943591096,derived,derived
TSKB,2024,2025,-2.4486571880,30.8900000000,-25.4707442799,35.3052482605,42.9519805908,-19.8157028209,derived,derived
TTKOM,2024,2025,30.0904977376,30.8900000000,-0.6108199728,35.3052482605,42.9519805908,6.9305130004,derived,derived
TUPRS,2024,2025,38.8554216867,30.8900000000,6.0855846029,35.3052482605,42.9519805908,14.1350193294,derived,derived
TURSG,2024,2025,41.9471153846,30.8900000000,8.4476395329,35.3052482605,42.9519805908,16.6762994298,derived,derived
ULKER,2024,2025,-1.4418689542,30.8900000000,-24.7015577616,35.3052482605,42.9519805908,-18.9881528907,derived,derived
ULUSE,2024,2025,-2.4669000000,30.8900000000,-25.4846817939,35.3052482605,42.9519805908,-19.8306978688,derived,derived
VAKBN,2024,2025,31.5609000000,30.8900000000,0.5125678050,35.3052482605,42.9519805908,8.1391398484,derived,derived
VESTL,2024,2025,-59.7475000000,30.8900000000,-69.2470776988,35.3052482605,42.9519805908,-66.9136443522,derived,derived
YKBNK,2024,2025,18.2887000000,30.8900000000,-9.6273970510,35.3052482605,42.9519805908,-2.7702130968,derived,derived
ZOREN,2024,2025,-29.5872000000,30.8900000000,-46.2045992818,35.3052482605,42.9519805908,-42.1227764000,derived,derived
AEFES,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AGESA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AGHOL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AKBNK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AKENR,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AKSA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
AKSEN,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ALARK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ALBRK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ANHYT,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ARCLK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ASELS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ASTOR,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
BERA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
BIMAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
BRSAN,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
BTCIM,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
CANTE,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
CCOLA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
CEMTS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
CIMSA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
DEVA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
DOAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
DOHOL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
DSTKF,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
EKGYO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ENJSA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ENKAI,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
EREGL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
FROTO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
GARAN,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
GUBRF,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
HALKB,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
HEKTS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ISCTR,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ISGYO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
KCHOL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
KONTR,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
KRDMD,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
KRVGD,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
KUYAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
LOGO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
MAVI,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
MGROS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
MIATK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
MPARK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
NETAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
NTGAZ,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ODAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
OTKAR,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
OYAKC,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
PASEU,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
PETKM,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
PGSUS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
PRKME,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
RGYAS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SAHOL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SASA,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SELEC,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SISE,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SKBNK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SMRTG,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
SOKM,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TAVHL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TBORG,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TCELL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
THYAO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TOASO,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TRALT,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TRMET,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TSKB,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TTKOM,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TUPRS,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
TURSG,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ULKER,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ULUSE,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
VAKBN,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
VESTL,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
YKBNK,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
ZOREN,2025,2026,,,,42.9519805908,,,missing_nominal_target,missing_nominal_target
